"name","state","city","phone","website","address"
"Hickory Hollow Golf Course","MI","Macomb","+1-586-949-9033","http://www.hickoryhollowgc.com/","49001 North Avenue, Macomb, MI, 48042"
"Hickory Ridge Golf Course","MI","Galesburg","","http://www.golfhickoryridge.com/",""
"Hidden Oaks Golf Course","MI","St. Louis","+1-989-681-3404","http://www.golfhiddenoaks.com/","1270 West Monroe Road, Saint Louis, MI, 48880"
"Hidden River Golf and Casting Club","MI","Brutus","+1-231-529-4653","https://www.hiddenriver.com/","7688 Maple River Road, Brutus, MI, 49716"
"High Pointe Golf Club","MI","Williamsburg","","https://highpointegc.com","7640 Doak Way, Williamsburg, MI, 49690"
"Highland Golf Club","MI","Highland","+1-906-466-2791","https://www.highlandgolfclub.net/",""
"Hills Heart of the Lakes Golf Course","MI","Brooklyn","+1-517-592-2110","http://hillsgolfcourse.com/","500 Case Road, Brooklyn, MI, 49230"
"Hillsdale Country Club","MI","Hillsdale","","",""
"Hilltop Golf Course","MI","Plymouth","+1-734-453-9800","https://www.hilltopgc.com/","47000 Powell Road, Plymouth, MI, 48170"
"Holiday Meadows Golf Course","MI","Durand","","https://holidayshoresrv.com/",""
"Holly Meadows Golf Course","MI","Capac","+1 810 395 4653","https://www.hollymeadows.com/","4855 Capac Road, Capac, MI, 48014"
"Huckleberry Creek Golf Course","MI","Pewamo","","",""
"Hudson Mills Metropark Golf Course","MI","Dexter","","https://golf.metroparks.com/hudson-mills-metropark.html",""
"Hunters Ridge Golf Course","MI","Howell","+1-517-545-4653","https://www.golfhuntersridge.com/","8101 Byron Road, Howell, MI, 48855"
"Huntmore Golf Club","MI","Brighton","+1-810-225-4498","https://www.huntmoregolfclub.com/","9595 Estancia Drive, Brighton, MI, 48114"
"Huron Breeze Golf and Country Club","MI","Au Gres","","https://www.huronbreeze.com/",""
"Huron Hills Golf Course","MI","Ann Arbor","+1-734-794-6246","https://huronhillsgolf.com/","3465 E. Huron River Drive, Ann Arbor, MI, 48104"
"Huron Meadows Golf Course","MI","Brighton","+1-810-231-4084","https://golf.metroparks.com/huron-meadows-metropark.html","8765 Hammel Road, Brighton, MI, 48116"
"IMA Brookwood Golf Club","MI","Burton","+1-810-742-2169","https://www.imarecreation.org/","6045 Davison Road, Burton, MI, 48509"
"Indian Lake Golf and Country Club","MI","Manistique","","https://indianlakegolfcourse.com/",""
"Indian Lake Hills Golf Course","MI","Eau Claire","+1-269-782-2540","https://www.indianlakehills.com/","55321 Brush Lake Road, Eau Claire, MI, 49111"
"Indian River Golf Club","MI","Indian River","+1-231-238-7011","https://www.indianrivergolfclub.com/","3301 Chippewa Beach Road, Indian River, MI, 49749"
"Indian Run Golf Club","MI","Scotts","+1-269-327-1327","https://irgolfclub.com/","6359 East RS Avenue, Scotts, MI"
"Indian Springs Metropark Golf Course","MI","White Lake","","",""
"Indian Trails Golf Course","MI","Grand Rapids","+1-616-245-2021","https://www.indiantrailsgc.org/","2776 Kalamazoo Avenue Southeast, Grand Rapids, MI, 49507"
"Indianwood Golf & Country Club","MI","Lake Orion","+1-248-693-9100","https://www.iwgcc.com/","1081 Indianwood Road, Lake Orion, MI, 48361"
"Inkster Valley Golf Course","MI","Inkster","+1-734-722-8020","https://www.inkstervalleygolf.com/","2150 Middlebelt Road, Inkster, MI, 48141"
"Interlochen Golf Course","MI","Interlochen","","https://www.interlochengolf.com/","10586 US 31 South, Interlochen, MI, 49643"
"Intimidator Golf Course","MI","Reed City","","",""
"Inverness Country Club","MI","Chelsea","+1-734-475-8746","https://www.inverness-mi.com/","13893 North Territorial Road, Chelsea, MI, 48118"
"Irish Hills Golf Club","MI","Temperance","","",""
"Iron Horse Golf Course","MI","Belding","+1-616-794-0520","https://www.doublerranch.com/golf.htm",""
"Iron River Country Club","MI","Iron River","+1-906-265-3161","http://www.ironrivercountryclub.com/","110 Hiawatha Road, Iron River, MI, 49935"
"Ironwood Golf Club","MI","Howell","+1-517-546-3211","https://www.golfironwood.com/","6902 East Highland Road, Howell, MI, 48843"
"Ironwood Golf Course","MI","Byron Center","+1-616-538-4000","http://www.golfironwoodgc.com/","3750 64th Street Southwest, Byron Center, MI, 49315"
"Island Hills Golf Club","MI","Centreville","+1-269-467-7261","https://www.islandhillsgolf.com/","61809 Stonegate Drive, Centreville, MI, 49032"
"Iyopawa Island Golf Course","MI","Coldwater","","",""
"Katke Golf Course","MI","Big Rapids","+1-231-591-3765","https://www.katkegolf.com/","1003 Perry Avenue, Big Rapids, MI, 49307"
"Kaufman Golf Course","MI","Wyoming","","https://kentcountyparks.org/parks-trails/kaufman-golf-course/",""
"Kearsley Lake Golf Course","MI","Flint","+1-810-736-0930","http://www.flintcitygolf.com/kearsley_lake.html","G-4266 East Pierson Road, Flint, MI, 48506"
"Kensington Metropark Golf Course","MI","Milford","+1-810-227-8916","https://golf.metroparks.com/kensington-metropark.html",""
"Kent Country Club","MI","Grand Rapids","","","1600 College Avenue Northeast, Grand Rapids, MI, 49505"
"Klinger Lake Country Club","MI","Sturgis","+1-269-651-7453","http://www.klingerlakecc.com/","21050 US 12, Sturgis, MI, 49091"
"Knollwood Country Club","MI","West Bloomfield","+1-248-855-1800","https://www.knollwoodcountryclub.net/","5050 West Maple Road, West Bloomfield, MI, 48322"
"L'Anse Golf Club","MI","L'Anse","+1 906 524 6600","https://www.facebook.com/LAnse-Golf-Club-294954033882290/",""
"Lac Vieux Desert Golf Course","MI","Watersmeet","+1 906 358 0303","https://www.northernwaterscasino.com/content.cfm?PageID=16","N5384 US 45, Watersmeet, MI, 49969"
"Lake Cora Hills","MI","Paw Paw","","https://www.lakecoragolf.com/",""
"Lake Doster Golf Club","MI","Plainwell","+1-269-685-5308","https://www.lakedostergolf.com/","116 Country Club Boulevard, Plainwell, MI, 49080"
"Lake Erie Metropark Golf Course","MI","Rockwood","","https://golf.metroparks.com/lake-erie-metropark.html",""
"Lake Forest Golf Club","MI","Ann Arbor","+1-734-994-8580","https://www.lakeforestgc.com/","3110 West Ellsworth Road, Ann Arbor, MI, 48103"
"Lake Leann Golf Course","MI","Somerset","","",""
"Lake Michigan Hills Golf Club","MI","Benton Harbor","+1-269-849-4653","https://www.lakemichiganhills.com/","2520 Kerlikowske Road, Benton Harbor, MI, 49022"
"Lakeland Hills Golf Course","MI","Jackson","","https://www.lakelandhillsgolf.com",""
"Lakelands Golf and Country Club","MI","Brighton","+1-810-231-3000","https://www.lakelandsgolf.com/","8760 Chilson Road, Brighton, MI, 48116"
"Lakes of Taylor Golf Club","MI","Taylor","","https://www.taylorgolf.com/lakes/",""
"Lakeside Golf Course","MI","Gladwin","","",""
"Lakeside Links","MI","Ludington","","https://www.lakesidelinks.com/",""
"Lakeview Hills Golf Resort - North Course","MI","Lexington","+1-888-355-4004","https://www.lakeviewhills.com/",""
"Lakeview Hills Golf Resort - South Course","MI","Lexington","+1-888-355-4004","https://www.lakeviewhills.com/","6560 East Peck Road, Lexington, MI, 48450"
"Lakewood on the Green","MI","Cadillac","+1-231-468-3344","https://www.lakewoodonthegreen.com/","128 Lakewood Drive, Cadillac, MI, 49601"
"Lapeer Country Club","MI","Lapeer","","https://lapeercountryclub.com/",""
"Lawton Golf Club","MI","Lawton","","",""
"Ledge Meadows Golf Course","MI","Grand Ledge","+1-517-627-7492","https://ledgemeadowsgolfcourse.com/","1801 East Grand Ledge Highway, Grand Ledge, MI, 48837"
"Leland Country Club","MI","Leland","","https://www.lelandcc.com/",""
"Lenawee Country Club","MI","Adrian","","http://www.lenaweecountryclub.com/",""
"Les Cheneaux Golf Course","MI","Cedarville","+1-906-484-3606","https://lescheneauxgolfclub.com/","1407 West Club Road, Cedarville, MI, 49719"
"Leslie Park Golf Course","MI","Ann Arbor","+1-734-794-6245","https://leslieparkgolf.com/","2120 Traver Road, Ann Arbor, MI, 48105"
"Lincoln Golf Course","MI","Birmingham","","https://www.lincolngolfcourse.com/",""
"Lincoln Hills Golf Club","MI","Ludington","","https://www.lincolnhillsgc.com/",""
"Links at Gateway","MI","Romulus","+1-734-721-4100","https://www.linksatgateway.com/","33290 Gateway Drive, Romulus, MI, 48174"
"Links at Whitmore Lake Golf Course","MI","Whitmore Lake","+1-734-449-4653","http://www.linksatwhitmorelake.com/","1111 6 Mile Road, Whitmore Lake, MI, 48189"
"Litchfield Greens","MI","Litchfield","","",""
"LochenHeath Golf Club","MI","Williamsburg","+1-231-938-9800","https://www.lochenheath.com/","7951 Turnberry Circle, Williamsburg, MI, 49690"
"Lochmoor Club","MI","Grosse Pointe Woods","+1 313 886 1010","https://lochmoorclub.com/","1018 Sunningdale Drive, Grosse Pointe Woods, MI, 48236"
"Loggers Trace","MI","Harrisville","","https://loggerstrace.com/",""
"Lost Dunes","MI","Bridgman","+1-269-465-9300","https://www.lostdunes.com/","9300 Red Arrow Highway, Bridgman, MI, 49106"
"Lost Lake Woods Golf Course","MI","Lincoln","+1-989-736-8197","http://www.lostlakewoodsclub.com/#!golf_course/c159v","4243 Lost Lake Trail, Lincoln, MI, 48742"
"Lyon Oaks Golf Course","MI","Wixom","+1-248-437-1488","http://www.destinationoakland.com/parksandtrails/golf/lyonoaks/Pages/default.aspx","52251 Pontiac Trail, Wixom, MI, 48393"
"Mackinaw Club","MI","Carp Lake","+1-231-537-4955","https://www.mackinawclub.com/","11891 North Mackinaw Highway, Carp Lake, MI, 49718"
"Majestic at Lake Walden Golf Course","MI","Hartland","+1-810-632-5235","https://www.majesticgolf.com/","9600 Crouse Road, Hartland, MI, 48353"
"Manistee Golf & Country Club","MI","Manistee","","http://www.mgandcc.com/",""
"Manitou Passage Golf Club","MI","Cedar","+1-231-228-6000","https://www.manitoupassagegolfclub.com/","4600 Club Drive, Cedar, MI, 49621"
"Maple Brook Golf Course","MI","Charlotte","","",""
"Maple Creek Golf Club","MI","Shepherd","+1-989-828-6315","https://www.maplecreekgolf-shepherd.com/","8400 South Genuine Road, Shepherd, MI, 48883"
"Maple Grove Golf Course","MI","Lambertville","","",""
"Maple Hill Golf Club","MI","Grandville","+1-989-642-8204","http://maplehillgolfclub.net/","540 South Orr Road, Hemlock, MI, 48626"
"Maple Lane Golf Club","MI","Sterling Heights","+1-586-795-4000","https://www.maplelanegolf.com/","33203 Maple Lane Drive, Sterling Heights, MI, 48312"
"Maple Leaf Golf Course","MI","Linwood","","https://www.golfmapleleaf.com/",""
"Maple Ridge Golf","MI","Brutus","","",""
"Marquette Golf Club Greywalls","MI","Marquette","","http://www.marquettegolfclub.com/",""
"Marquette Trails Country Club","MI","Baldwin","","https://www.marquettetrailsgc.com/",""
"Marsh Ridge Golf Course","MI","New Haven","","",""
"Marshall Country Club","MI","Marshall","+1-269-781-5310","https://www.marshallcountryclub.com/","151 Lyon Lake Road, Marshall, MI, 49068"
"Marysville Golf Course","MI","Marysville","+1-810-364-4653","https://www.cityofmarysvillemi.com/golf-course","2080 River Road, Marysville, MI, 48040"
"Marywood Country Club","MI","Battle Creek","+1-269-968-1168","http://www.marywoodgolf.com/","21310 North Avenue, Battle Creek, MI, 49017"
"Masterpiece","MI","Gaylord","+1-866-348-5249","",""
"Meadowbrook Country Club","MI","Northville","","https://www.meadowbrookcountryclub.com/",""
"Meridian Sun Golf Club","MI","Haslett","+1-517-339-8281","https://www.meridiansungc.com/","1018 Haslett Road, Haslett, MI, 48840"
"Metamora Country Club","MI","Metamora","","",""
"Michaywe Pines","MI","Gaylord","+1-888-746-3742","https://michaywe.com/golfhome.cfm?MenuID=46","1535 Opal Lake Road, Gaylord, MI, 49735"
"Michigan Meadows Golf Course","MI","Casco","","http://www.golfmichiganmeadows.net/","4575 County Line Road, Casco, MI, 48064"
"Midland Country Club","MI","Midland","","https://www.midlandcc.net/",""
"Milham Park Golf Club","MI","Kalamazoo","","https://www.kmgagolf.com/courses/milhampark.html","4200 Lovers Lane, Kalamazoo, MI"
"Mill Race Golf Course","MI","Jonesville","","",""
"Mines Golf Course","MI","Grand Rapids","+1-616-791-7544","http://www.minesgolfcourse.com/","330 Covell Avenue Northwest, Grand Rapids, MI, 49534"
"Missaukee Golf Club","MI","Lake City","+1-231-839-2901","https://www.missaukeegolfclub.com/","5300 South Morey Road, Lake City, MI, 49651"
"Mistwood Golf Course","MI","Lake Ann","","http://mistwoodgolf.com/",""
"Monroe Golf & Country Club","MI","Monroe","","http://www.mgcc.net/",""
"Moors Golf Club","MI","Portage","","https://moorsgolf.com/",""
"Moose Ridge Golf Course","MI","South Lyon","+1-248-446-9030","https://www.mooseridgegolf.com/","11801 Doane Road, South Lyon, MI, 48178"
"Morrison Lake Golf Club","MI","Saranac","","http://www.morrisonlakegc.com/",""
"Moss Ridge","MI","Ravenna","","https://www.mossridge.com/",""
"Mount Pleasant Country Club","MI","Mount Pleasant","+1-989-772-1591","https://www.mtpleasantcc.com/","3686 East River Road, Mount Pleasant, MI, 48858"
"Mountain Ridge","MI","Thompsonville","+1-855-995-5146","https://www.crystalmountain.com/golf/course-info-mountain-ridge",""
"Mueller's Valley View Farm Golf Course","MI","Saginaw","+1-989-781-1248","https://www.valleyviewfarmgolf.com/","1435 South Thomas Road, Saginaw, MI, 49609"
"Mulberry Hills Golf Course","MI","Oxford","+1-248-628-2808","http://www.mulberryhills.com/","3530 Noble Road, Oxford, MI, 48370"
"Mullenhurst Golf Course","MI","Delton","+1 269 623 8383","https://www.mullenhurstgolf.com/","9810 Mullen Road, Delton, MI, 49046"
"Mullett Lake Country Club","MI","Mullett Lake","+1-231-627-5971","https://www.mullettlakecc.com/","7475 Mullett Lake Road, Cheboygan, MI, 49721"
"Munoscong Golf Club","MI","Pickford","","",""
"Muskegon Country Club","MI","Muskegon","+1-231-755-3737","https://www.muskegoncc.com/","2801 Lakeshore Drive, Muskegon, MI, 49441"
"Mystic Creek Golf Club","MI","Milford","","https://www.mysticcreekgolfclub.com/","1 Champions Circle, Milford, MI, 48380"
"Nahma Golf Course","MI","Nahma","+1-906-644-2648","http://nahmagolfcourse.com/","8588 LL Road, Nahma, MI, 49864"
"Newberry Country Club","MI","Newberry","","https://www.newberrycountryclub.com/",""
"North Course","MI","Rockford","","",""
"North Shore Golf Club","MI","Menominee","+1-906-863-8421","https://www.northshoregolfup.com/","N2315 M-35, Menominee, MI, 49858"
"North Star Golf Course","MI","Ithaca","+1-989-875-3841","https://northstargolfcourse.com/","4550 South Bagley Road, Ithaca, MI, 48847"
"Northern Michigan University Golf Course","MI","Marquette","+1-906-227-3111","http://www.nmu.edu/golfcourse/node/1","125 Chocolay Downs Drive, Marquette, MI, 49855"
"Northport Creek","MI","Northport","","https://northportcreek.com/",""
"Northport Point Golf Club","MI","Northport","","",""
"Northville Hills Golf Club","MI","Northville","","https://www.northvillehillsgolfclub.com/","15565 Bay Hill Drive, Northville, MI, 48168"
"Northwood Golf Course","MI","Fremont","","",""
"Oak Crest Golf Course","MI","Norway","","https://oakcrestgolf.com/",""
"Oak Lane Golf Club","MI","Webberville","+1-517-521-3900","https://www.oaklanegolf.com/","800 North Main Street, Webberville, MI, 48892"
"Oak Pointe Country Club","MI","Brighton","+1-810-229-4554","https://www.clubcorp.com/Clubs/Oak-Pointe-Country-Club","4500 Club Drive, Brighton, MI, 48116"
"Oak Ridge Golf Club","MI","Muskegon","","https://www.oakridgegolf.com/",""
"Oakhurst Golf & Country Club","MI","Clarkston","+1-248-391-3300","https://www.oakhurstgolf.com/","7000 Oakhurst Lane, Clarkston, MI, 48348"
"Oakland Hills Country Club","MI","Bloomfield Hills","+1-248-644-2500","https://www.oaklandhillscc.com/","3951 West Maple Road, Bloomfield Hills, MI, 48301"
"Oceana Golf Club","MI","Shelby","+1-231-861-4211","https://www.oceanagolfclub.com/","3333 West Weaver Road, Shelby, MI, 49455"
"Old Channel Trail","MI","Montague","+1-231-894-5076","https://www.golfoct.com/","8325 North Old Channel Trail, Montague, MI, 49437"
"Olde Mill Golf Club","MI","Schoolcraft","+1-269-679-5625","http://www.oldemillgolf.net/","6101 West XY Avenue, Schoolcraft, MI, 49087"
"Ontonagon Golf Club","MI","Ontonagon","","",""
"Orchard Hill Country Club","MI","Buchanan","+1-269-695-5991","https://www.orchardhillscc.com/","2841 Niles Buchanan Road, Buchanan, MI, 49107"
"Orchard Lake Country Club","MI","Orchard Lake","+1-248-682-0100","https://www.orchardlakecountryclub.com/","5000 West Shore Drive, Orchard Lake, MI, 48324"
"Owosso Country Club","MI","Owosso","+1-989-723-1470","https://www.owossocountryclub.com/","4200 North Chipman Street, Owosso, MI, 48867"
"Oxford Hills Country Club","MI","Oxford","+1-248-628-2518","http://www.oxfordhillsgolf.com/","300 East Drahner Road, Oxford, MI, 48371"
"Paint Creek Country Club","MI","Lake Orion","+1 248 693 4695","https://www.paintcreekgolf.com/","2375 Stanton Road, Lake Orion, MI, 48362"
"Park Shore Golf Course","MI","Cassopolis","","",""
"Paw Paw Lake Golf Course","MI","Watervliet","+1 269 463 3831","https://www.pplgcgolf.com/","4548 Forest Beach Road, Watervliet, MI, 49098"
"Pebblewood Golf Course","MI","Bridgman","+1-269-465-5611","https://www.golfpebblewood.com/","9794 Jericho Road, Bridgman, MI, 49106"
"Petoskey - Bay View Country Club","MI","Petoskey","","https://www.pbvcc.com/",""
"Pheasant Run Golf Club","MI","Canton","+1-734-397-6460","http://www.canton-mi.org/pheasantrungolf/","46500 Summit Parkway, Canton, MI, 48188"
"Pictured Rocks Golf Club","MI","Munising","+1-906-387-3970","https://www.picturedrocksgolfcourse.com/","E10240 H-58, Munising, MI, 49862"
"Pigeon Creek Golf Course","MI","West Olive","+1-616-875-4300","https://www.golfpigeoncreek.com/","10195 120th Avenue, West Olive, MI, 49460"
"Pilgrim's Run Golf Course","MI","Pierson","+1-888-533-7742","https://www.pilgrimsrun.com/","11401 Newcosta Avenue, Pierson, MI, 49339"
"Pine Grove Country Club","MI","Iron Mountain","","https://www.pinegrovecc.org/",""
"Pine Hills Golf Course","MI","Laingsburg","","https://www.golfpinehillsgc.com/","6603 Woodbury Road, Laingsburg, MI, 48848"
"Pine Hollow Golf Club","MI","Jackson","","",""
"Pine Knob Golf Club","MI","Clarkston","+1-248-625-4430","https://pineknobmansion.com/golf/","5580 Waldon Road, Clarkston, MI, 48348"
"Pine Lake Country Club","MI","Houghton Lake","+1-248-682-1300","https://pinelakecc.com/","3300 Pine Lake Road, West Bloomfield Township, MI, 48324"
"Pine River Country Club","MI","Alma","+1-989-463-4610","http://www.pinerivercc.net/","1400 West Superior Street, Alma, MI, 48801"
"Pine River Golf Club","MI","Standish","","",""
"Pine Shore Golf Course","MI","Saint Clair","+1-810-329-4294","https://pineshoresgolf.com/","515 Fred W. Moore Highway, Saint Clair, MI, 48079"
"Pine Trace Golf Club","MI","Rochester","+1-248-852-7100","https://www.pinetrace.com/","3600 Pine Trace Boulevard, Rochester Hills, MI, 48309"
"Pine Valley Golf & Country Club","MI","Ray","+1-586-752-5300","https://pinevalleygolfcc.com/","16801 31 Mile Road, Ray, MI, 48096"
"Pine View Golf Course","MI","Ypsilanti","+1-269-279-5131","https://www.pineviewgolf.com/","52065 Pulver Road, Three Rivers, MI, 49093"
"Pinecroft Golf Course","MI","Benzonia","","https://www.pinecroftgolf.com/",""
"Pipestone Creek Golf Course","MI","Eau Claire","+1-269-944-1611","https://pipestonecreekgc.com/","6768 Naomi Road, Eau Claire, MI, 49111"
"Pleasant Hills Golf Course","MI","Mount Pleasant","+1-989-772-0487","http://www.pleasanthillsgolfcourse.com/","4452 East Millbrook Road, Mount Pleasant, MI, 48858"
"Plum Brook Golf Course","MI","Sterling Heights","+1-586-264-9411","https://www.plumbrookgolf.com/","13390 Plumbrook Road, Sterling Heights, MI, 48312"
"Plum Hollow Country Club","MI","Southfield","+1-248-357-5353","https://www.plumhollowcc.com/","21631 Lahser Road, Southfield, MI, 48033"
"Plym Park Golf Course","MI","Niles","","http://www.ci.niles.mi.us/deptsandservices/dpw/PlymParkGolfCourse.htm",""
"Pohlcat","MI","Mount Pleasant","+1 989 773 4221","https://www.pohlcat.net/","6595 East Airport Road, Mount Pleasant, MI, 48858"
"Point O' Woods","MI","Benton Harbor","","https://www.pointowoods.com/",""
"Pontiac Country Club","MI","Waterford","+1-248-682-6333","http://www.pontiaccountryclub.com/","4335 Elizabeth Lake Road, Waterford, MI, 48328"
"Port Huron Golf Club","MI","Port Huron","","https://phgc.net/",""
"Portage Lake Golf Course","MI","Houghton","+1-906-487-2641","https://www.mtu.edu/golfcourse/","US 41, Houghton, MI, 46789"
"Portland Country Club","MI","Portland","+1-517-647-4521","https://www.oldpcc.com/","4901 Divine Highway, Portland, MI, 48875"
"Prairie Creek Golf Course","MI","Dewitt","","http://www.golfprairiecreek.com/",""
"Prestwick Village Golf Club","MI","Highland","+1 248 887 1762","https://www.pvgcc.com/","136 Inverness, Highland, MI, 48357"
"Quail Ridge Golf Club","MI","Ada","+1-616-676-2000","https://quailridgegc.com/","8375 36th Street Southeast, Ada, MI, 49301"
"Quincy Golf Course","MI","Quincy","","",""
"Rackham Golf Course","MI","Huntington Woods","","http://rackhamgolfcourse.com/",""
"Radrick Farms Golf Course","MI","Ann Arbor","","https://radrick.umich.edu/",""
"Railside Golf Club","MI","Byron Center","+1-616-878-1140","https://www.railsidegolf.com/","2500 76th Street Southwest, Byron Center, MI, 49315"
"Raisin Valley Golf Club","MI","Tecumseh","+1-517-423-2050","https://www.raisinvalleygolfclub.com/","4057 Comfort Rd, Tecumseh, MI, 49286"
"Rammler Golf Club","MI","Sterling Heights","+1-586-264-4101","https://www.rammlergolf.com/","38180 Utica Road, Sterling Heights, MI, 48312"
"Rattle Run Golf Course","MI","St Clair","+1 810 329 2070","https://www.rattlerun.com/","7163 Saint Clair Highway, China Township, MI, 48054"
"Ravenna Creeks Golf Course","MI","Ravenna","","",""
"Ravines Golf Club","MI","Saugatuck","+1-269-857-1616","https://www.ravinesgolfclub.com/","3520 Palmer Drive, Saugatuck, MI, 49453"
"Red Fox Run","MI","Gwinn","","https://www.redfoxrun.com/",""
"Red Hawk Golf Club","MI","East Tawas","+1-877-733-4295","https://redhawkgolf.net/","350 West Davison Road, East Tawas, MI, 48730"
"Red Run Golf Club","MI","Royal Oak","","https://www.redrungolfclub.com/",""
"Ridgeview Golf Course","MI","Kalamazoo","","https://ridgeviewgolf.com/",""
"River Bank Golf Course","MI","South Lyon","+1-248-486-6251","http://www.riverbankgolfclub.net/","24095 Currie Road, South Lyon, MI, 48178"
"River's Edge Golf Club","MI","Alpena","+1-989-354-4312","https://www.riversedgeofalpena.com/","6373 Werth Road, Alpena, MI, 49707"
"Riverside Country Club","MI","Menominee","+1-269-964-0291","https://www.bcriverside.com/","245 East Columbia Avenue, Battle Creek, MI, 49014"
"Riverview Highlands Golf Course","MI","Riverview","+1-734-479-2266","https://www.riverviewhighlands.com/","15015 Sibley Road, Riverview, MI, 48193"
"Rogers City Country Club","MI","Rogers City","","https://www.rogerscitygolfclub.com/","4796 Golf Course Road, Rogers City, MI, 49779"
"Rolling Hills","MI","Cass City","+1-989-872-3569","http://www.rollinghillsgolfcc.com/","6586 Milligan Road, Cass City, MI, 48726"
"Rolling Hills Golf Club","MI","Lapeer","+1-810-664-2281","http://www.rollinghillsgolfmichigan.com/","3274 Davison Road, Lapeer, MI, 48446"
"Rolling Meadows Golf Course","MI","Whitmore Lake","","",""
"Rouge Park Golf Course","MI","Detroit","","https://rougeparkgolfcourse.com/",""
"Royal Oak Golf Club","MI","Royal Oak","+1-248-554-0019","https://www.romi.gov/603/Royal-Oak-Golf-Club","3417 Bamlet Road, Royal Oak, MI, 48073"
"Rush Lake Hills Golf Club","MI","Pinckney","+1-734-878-9790","https://www.rushlakehills.com/","3199 Rush Lake Road, Pinckney, MI, 48169"
"Rustic Glen Golf Course","MI","Saline","+1-734-429-7679","https://www.rusticglen.com/","12090 West Michigan Avenue, Saline, MI, 48176"
"Sage Run Golf Course","MI","Bark River","+1 906 723 2254","https://islandresortgolf.com/sage-run-golf-club/","W1824 County Road 400, Bark River, MI, 49807"
"Saginaw Country Club","MI","Saginaw","","",""
"Saint Clair Shores Golf Club","MI","Saint Clair Shores","+1-586-294-2000","https://www.scsgolf.com/","22185 Masonic Boulevard, Saint Clair Shores, MI, 48082"
"Saint Ignace Golf & Country Club","MI","St Ignace","","https://www.stignacegolf.com/",""
"Saint Ives","MI","Stanwood","+1-800-972-4837","https://www.tullymoregolf.com/","9900 Saint Ives Drive, Stanwood, MI, 49346"
"Saint Joe Valley Golf Course","MI","Sturgis","","http://www.stjoevalleygolfclub.com/",""
"Saint Johns Golf Course","MI","Plymouth","","",""
"Salem Hills Golf Club","MI","Northville","+1-248-437-2152","https://www.salemhillsgolfclub.com/","8810 West Six Mile Road, Northville, MI, 48168"
"Sanctuary Lake Golf Course","MI","Troy","+1-248-619-7600","https://www.golftroy.com/Sanctuary-Lake-Golf-Course-.html","1450 East South Boulevard, Troy, MI, 48085"
"Sandy Creek Golf Course","MI","Monroe","+1-734-242-7200","https://www.sandycreekgolf.com/","3177 Heiss Road, Monroe, MI, 48162"
"Sandy Pebbles Golf Course","MI","Ahmeek","+1 906-337-3516","","3871 Five Mile Point Road, Ahmeek, MI, 49901"
"Sandy Ridge Golf Course","MI","Midland","+1-989-631-6010","https://www.golfsandyridge.com/","2750W Lauria Road, Midland, MI, 48641"
"Sauganash","MI","Three Rivers","","https://www.sauganashgc.com/",""
"Sault Sainte Marie Country Club","MI","Sault Sainte Marie","","http://www.saultgolfing.com/",""
"Scenic Golf and Country Club","MI","Pigeon","+1-989-453-3350","https://www.scenicgcc.com/","8364 Filion Road, Pigeon, MI, 48755"
"Schuss Mountain Golf Course","MI","Bellaire","+1-800-678-4111","","1826 Schuss Mountain Lane, Mancelona, MI, 49659"
"Scott Lake Country Club","MI","Comstock Park","+1-616-784-1355","https://www.scottlake.com/","911 Hayes Road Northeast, Comstock Park, MI, 49321"
"Shadow Ridge Golf Club","MI","Ionia","+1-616-523-6704","http://www.shadowridgegolfclub.com/","1244 Kelsey Highway, Ionia, MI, 48846"
"Shamrock Hills Golf Club","MI","Gobles","","",""
"Shenandoah Country Club","MI","West Bloomfield","","https://shenandoahcc.net/","5600 Walnut Lake Road, West Bloomfield, MI, 48323"
"Shepherd's Hollow","MI","Clarkston","+1-248-922-0300","https://www.shepherdshollow.com/","9085 Big Lake Road, Clarkson, MI, 48348"
"Signal Point Country Club","MI","Niles","+1-269-683-7073","http://www.signalpointgolf.com/","1475 West River Road, Niles, MI, 49120"
"Silver Lake Golf Course","MI","Waterford","+1-248-673-1611","http://www.silverlakegc.com/","2602 West Walton Boulevard, Waterford, MI, 48329"
"Singing Bridge Golf Course","MI","Tawas City","","https://singingbridgegolf.com/",""
"Snow Snake Golf Course","MI","Harrison","+1-989-539-6583","https://www.snowsnake.net/","3407 East Mannsiding Road, Harrison, MI, 48625"
"Solitude Links Golf Course & Banquet Center","MI","Kimball","","https://www.solitudelinksgolf.com/",""
"Southmoor Golf Course (former)","MI","Burton","+1-810-743-5533","","4312 South Dort Highway, Burton, MI, 48529"
"Sparta Moose Lodge Golf Course","MI","Sparta","","https://www.moose50.org/",""
"Spring Lake Country Club","MI","Spring Lake","+1-616-842-4200","https://www.springlakecc.com/","17496 North Fruitport Road, Spring Lake, MI, 49456"
"Spring Meadows Country Club","MI","Linden","+1-810-735-7836","https://www.springmeadowscountryclub.com/","1129 Ripley Road, Linden, MI, 48451"
"Spring Valley Golf Course","MI","Kawkawlin","","",""
"Springbrook Golf Club","MI","Walloon Lake","","",""
"Springfield Oaks Golf Course","MI","Davisburg","+1-248-634-2261","http://www.destinationoakland.com/parksandtrails/golf/springfieldoaks/","12450 Andersonville Road, Davisburg, MI, 48350"
