"name","state","city","phone","website","address"
"High Meadows Golf & Country Club","NC","Roaring Gap","","https://highmeadowscountryclub.com/","1288 Country Club Road, Roaring Gap, NC, 28668"
"Olde Beau Resort & Golf Club","NC","Roaring Gap","","https://www.oldebeauresort.com/","729 Olde Beau Boulevard, Roaring Gap, NC, 28668"
"Roaring Gap Club","NC","Roaring Gap","","https://www.roaringgapclub.com/","2663 Roaring Gap Drive, Roaring Gap, NC, 28668"
"Mountain Aire Golf Course","NC","West Jefferson","","","1396 Fairway Ridge Drive, West Jefferson, NC, 28694"
"Diamond Creek","NC","Banner Elk","","","25 Rockrose Road, Banner Elk, NC, 28604"
"Highlands Falls Country Club","NC","Highlands","","",""
"Crossings Golf Club","NC","Durham","","",""
"Tanglewood Reynolds Course","NC","Clemmons","","",""
"Wolf Laurel Country Club","NC","Mars Hill","","",""
"Bald Head Island Country Club","NC","Southport","","","301 South Bald Head Wynd, Bald Head Island, NC, 28461"
"Pine Island Country Club","NC","Charlotte","","","1701 Stoneyridge Drive, Charlotte, NC, 28214"
"River Ridge Golf Club","NC","Raleigh","+19196618374","","3224 Auburn Knightdale Rd, Raleigh, NC, 27610"
"Cedar Rock Country Club","NC","Lenoir","","",""
"The Palisades Country Club","NC","Charlotte","","https://thepalisadescc.com/","13704 Grand Palisades Parkway, Charlotte, NC, 28278"
"Bentwinds Country Club","NC","Fuquay Varina","+1-919-552-5656","https://www.bentwinds.org/","6536 Dornoch Place, Fuquay Varina, NC, 27526"
"Blowing Rock Country Club","NC","Blowing Rock","","https://www.blowingrockcountryclub.com/Club/Scripts/Home/home.asp",""
"Taberna Country Club","NC","New Bern","","https://tabernacc.com/","401 Taberna Way, New Bern, NC, 28562"
"Bald Mountain Golf Course","NC","Lake Lure","","https://www.rumblingbald.com/spectacular-mountain-golf/bald-mountain/",""
"Brunswick Plantation & Golf Resort","NC","Calabash","","https://www.brunswickplantation.com/","380 Brunswick Drive, Calabash, NC, 28467"
"Etowah Valley Country Club","NC","Etowah","","",""
"Bermuda Run Country Club","NC","Bermuda Run","+1-336-998-8155","https://www.clubcorp.com/Clubs/Bermuda-Run-Country-Club","324 Bermuda Run Drive, Advance, NC, 27006"
"Cowans Ford Country Club","NC","Stanley","","",""
"Greensboro National Golf Club","NC","Summerfield","","",""
"Minnesott Golf and Country Club","NC","Arapahoe","","",""
